Time,FlightNumber,Source,Flight Name,Aircraft,Status
7:30 PM,SV772,Jeddah (JED),Saudia,B77W (HZ-AK27),Landed 7:43 PM
7:30 PM,6E394,Jaipur (JAI),IndiGo,A320 (VT-IFD),Landed 7:25 PM
7:35 PM,6E5306,Indore (IDR),IndiGo,A320 (VT-IFW),Landed 7:39 PM
7:40 PM,G8372,Goa (GOI),GoAir,A20N (VT-WJI),Landed 7:22 PM
7:40 PM,SG6438,Thiruvananthapuram (TRV),SpiceJet,B738 (VT-SXC),Landed 7:57 PM
7:40 PM,SG6446,Udaipur (UDR),SpiceJet,B737 (VT-SYO),Landed 7:14 PM
7:40 PM,6E5376,Hyderabad (HYD),IndiGo,A20N (VT-IVZ),Landed 7:36 PM
7:45 PM,AI773,Kolkata (CCU),Air India,A319 (VT-SCQ),Landed 8:44 PM
7:45 PM,UL143,Colombo (CMB),SriLankan Airlines,A320 (4R-ABL),Landed 7:44 PM
7:50 PM,6.00E+129,Delhi (DEL),IndiGo,A320 (VT-IEJ),Landed 7:54 PM
8:05 PM,UK955,Delhi (DEL),Vistara,A320 (VT-TTK),Landed 9:13 PM
8:10 PM,SG8168,Jaipur (JAI),SpiceJet,B738 (VT-SLI),Landed 8:04 PM
8:15 PM,AI24,Delhi (DEL),Air India,A20N (VT-EXV),Landed 8:39 PM
8:15 PM,UK776,Kolkata (CCU),Vistara,B738 (VT-TGD),Landed 8:31 PM
8:15 PM,UK854,Bengaluru (BLR),Vistara,B738 (VT-TGG),Landed 8:14 PM
8:15 PM,6E313,Ahmedabad (AMD),IndiGo,A320 (VT-INV),Landed 8:23 PM
8:20 PM,G8640,Delhi (DEL),GoAir,A320 (VT-GOL),Landed 8:09 PM
8:20 PM,6E6449,Bengaluru (BLR),IndiGo,A320 (VT-IEL),Landed 8:21 PM
8:25 PM,GF64,Bahrain (BAH),Gulf Air,A321 (A9C-CD),Landed 7:54 PM
8:25 PM,G8396,Lucknow (LKO),GoAir,A20N (VT-WGK),Landed 8:26 PM
8:30 PM,AI618,Hyderabad (HYD),Air india (Star Alliance Livery),A20N (VT-EXO),Landed 8:38 PM
8:35 PM,EK508,Dubai (DXB),Emirates,B77W (A6-EQA),Landed 8:02 PM
8:35 PM,SG6355,Andal (RDP),SpiceJet,B737 (VT-SYU),Landed 8:52 PM
8:35 PM,6E5395,Cochin (COK),IndiGo,A320 (VT-IKE),Landed 8:33 PM
8:40 PM,AI985,Ahmedabad (AMD),Air India,A321 (VT-PPL),Landed 9:20 PM
8:40 PM,SG468,Hyderabad (HYD),SpiceJet,B738 (VT-SYD),Landed 9:12 PM
8:45 PM,G9401,Sharjah (SHJ),Air Arabia,A320 (A6-ANR),Landed 8:14 PM
8:45 PM,6.00E+231,Hyderabad (HYD),IndiGo,A320 (VT-IHS),Landed 9:03 PM
8:45 PM,6E433,Guwahati (GAU),IndiGo,A20N (VT-ITR),Landed 8:30 PM
8:50 PM,SG6366,Kolkata (CCU),SpiceJet,B738 (VT-SYX),Landed 9:01 PM
8:50 PM,SG8709,Delhi (DEL),SpiceJet,B738 (VT-SXE),Landed 9:34 PM
8:50 PM,6E459,Mangalore (IXE),IndiGo,A20N (VT-IVE),Landed 8:41 PM
8:55 PM,SG6283,Cochin (COK),SpiceJet,B738 (VT-SYA),Landed 9:24 PM
9:10 PM,6E843,Delhi (DEL),IndiGo,A320 (VT-IDZ),Landed 8:57 PM
9:15 PM,AI662,Goa (GOI),Air India,A20N (VT-EXH),Landed 8:48 PM
9:15 PM,UK977,Delhi (DEL),Vistara,A320 (VT-TTD),Landed 9:38 PM
9:25 PM,G8537,Ahmedabad (AMD),GoAir,A320 (VT-GOP),Landed 9:10 PM
9:25 PM,6E587,Indore (IDR),IndiGo,A20N (VT-IZT),Landed 9:07 PM
9:30 PM,6E5348,Bengaluru (BLR),IndiGo,A20N (VT-IJC),Landed 10:10 PM
9:35 PM,AI441,Aurangabad (IXU),Air India,A319 (VT-SCO),Landed 9:25 PM
9:35 PM,AI610,Bengaluru (BLR),Air India,A20N (VT-EXR),Landed 9:28 PM
9:35 PM,UK652,Chandigarh (IXC),Vistara,A20N (VT-TNP),Landed 9:50 PM
9:35 PM,9I652,Bhavnagar (BHU),Alliance Air,AT76 (VT-RKG),Landed 9:20 PM
9:40 PM,UA48,New York (EWR),United Airlines,B77W (N2142U),Landed 9:34 PM
9:45 PM,G8484,Ranchi (IXR),GoAir,A320 (VT-GOS),Landed 9:55 PM
9:45 PM,6.00E+197,Delhi (DEL),IndiGo,A320 (VT-IEK),Landed 9:41 PM
9:50 PM,UK850,Bengaluru (BLR),Vistara,B738 (VT-TGA),Landed 9:45 PM
9:50 PM,6E6017,Hyderabad (HYD),IndiGo,A320 (VT-IGI),Landed 11:20 PM
9:55 PM,UK985,Delhi (DEL),Vistara,A20N (VT-TNR),Landed 10:21 PM
10:00 PM,G86,Abu Dhabi (AUH),GoAir,A20N (VT-WJB),Landed 10:06 PM
10:00 PM,TG317,Bangkok (BKK),Thai Airways,B772 (HS-TJH),Landed 10:01 PM
10:05 PM,G8446,Delhi (DEL),GoAir,A20N (VT-WJH),Landed 9:59 PM
10:05 PM,SG703,Varanasi (VNS),Corendon Airlines,B738 (TC-TJR),Landed 10:07 PM
10:05 PM,SG8169,Delhi (DEL),SpiceJet,B738 (VT-SYZ),Landed 10:07 PM
10:10 PM,AC46,Toronto (YYZ),Air Canada,B77L (C-FIUF),Landed 10:15 PM
10:10 PM,AI55,Cochin (COK),Air India,A20N (VT-EXL),Landed 11:29 PM
10:10 PM,AI805,Delhi (DEL),Air India,A319 (VT-SCL),Canceled
10:10 PM,G8345,Cochin (COK),GoAir,A20N (VT-WJD),Landed 10:39 PM
10:10 PM,SQ424,Singapore (SIN),Singapore Airlines,A388 (9V-SKY),Landed 9:47 PM
10:15 PM,SG6933,Dehradun (DED),SpiceJet,B738 (VT-SYY),Landed 10:50 PM
10:15 PM,6.00E+84,Dubai (DXB),IndiGo,A320 (VT-INU),Landed 9:55 PM
10:20 PM,AI343,Singapore (SIN),Air India,A20N (VT-EXP),Landed 11:00 PM
10:20 PM,OD215,Kuala Lumpur (KUL),Malindo Air,B739 (9M-LNH),Landed 9:42 PM
10:20 PM,6E404,Nagpur (NAG),IndiGo,A20N (VT-ITU),Landed 10:23 PM
10:25 PM,G8247,Bhubaneswar (BBI),GoAir,A320 (VT-GOQ),Landed 11:05 PM
10:25 PM,G82507,Chandigarh (IXC),GoAir,A20N (VT-WGX),Landed 10:37 PM
10:25 PM,MH194,Kuala Lumpur (KUL),Malaysia Airlines,A333 (9M-MTN),Landed 10:23 PM
10:25 PM,6E6176,Kolkata (CCU),IndiGo,A20N (VT-IVS),Landed 10:41 PM
10:30 PM,I5331,Hyderabad (HYD),AirAsia,A320 (VT-VTZ),Landed 10:16 PM
10:30 PM,LX154,Zurich (ZRH),Swiss,A333 (HB-JHH),Landed 10:52 PM
10:35 PM,DL24,New York (JFK),Delta Air Lines,B77L (N706DN),Canceled
10:35 PM,IX248,Dubai (DXB),Air India Express (Hawa Mahal/Ujjayanta Palace),B738 (VT-AXN),Landed 10:30 PM
10:35 PM,SG377,Patna (PAT),SpiceJet,B738 (VT-SYC),Landed 10:32 PM
10:35 PM,UK824,Chennai (MAA),Vistara,B738 (VT-TGE),Landed 10:43 PM
10:45 PM,SG456,Bengaluru (BLR),SpiceJet,B738 (VT-SLH),Landed 10:36 PM
10:45 PM,SG8705,Delhi (DEL),SpiceJet,737,Unknown
10:50 PM,UK953,Delhi (DEL),Vistara,A320 (VT-TTI),Landed 11:06 PM
10:55 PM,AI689,Dehradun (DED),Air India,A319 (VT-SCR),Landed 11:31 PM
10:55 PM,UK876,Hyderabad (HYD),Vistara,A20N (VT-TNW),Landed 11:38 PM
10:55 PM,SG8715,Delhi (DEL),SpiceJet,B738 (VT-SZJ),Landed 11:24 PM
11:00 PM,G826,Bangkok (BKK),GoAir,A20N (VT-WJK),Landed 11:25 PM
11:00 PM,I5334,Bengaluru (BLR),AirAsia (The Pioneer Livery),A320 (VT-JRT),Landed 11:10 PM
11:00 PM,6.00E+185,Delhi (DEL),IndiGo,A320 (VT-IHT),Landed 10:47 PM
11:05 PM,AI630,Nagpur (NAG),Air India,A20N (VT-CIN),Landed 11:13 PM
11:05 PM,SG252,Chennai (MAA),SpiceJet,B738 (VT-SLN),Landed 11:21 PM
11:10 PM,AI191,Delhi (DEL),Air India,A319 (VT-SCL),Landed 11:46 PM
11:10 PM,I5482,Delhi (DEL),AirAsia,A320 (VT-SIN),Landed 11:38 PM
11:10 PM,6E5383,Hyderabad (HYD),IndiGo,A20N (VT-IZR),Landed 11:45 PM
11:15 PM,PG733,Bangkok (BKK),Bangkok Airways (Samui Livery),A320 (HS-PGW),Landed 11:02 PM
11:25 PM,SG6237,Jaipur (JAI),SpiceJet,B738 (VT-SLJ),Landed 11:16 PM
11:25 PM,UK866,Bengaluru (BLR),Vistara,B738 (VT-TGB),Landed 11:39 PM
11:30 PM,AI51,Hyderabad (HYD),Air India,A319 (VT-SCQ),Landed 2:02 AM
11:30 PM,AI624,Delhi (DEL),Air India,A321 (VT-PPU),Landed 11:53 PM
11:30 PM,AI668,Thiruvananthapuram (TRV),Air India,A20N (VT-CIO),Landed 12:00 AM
11:40 PM,SG6248,Coimbatore (CJB),SpiceJet,B738 (VT-SYQ),Landed 11:36 PM
11:45 PM,SG612,Chennai (MAA),SpiceJet,B737 (VT-SLB),Landed 12:26 AM
11:45 PM,SG489,Kolkata (CCU),SpiceJet,B737 (VT-SYT),Landed 12:16 AM
11:45 PM,SG6250,Mangalore (IXE),SpiceJet,B738 (VT-SXB),Landed 11:46 PM
11:50 PM,G8429,Delhi (DEL),GoAir,A20N (VT-WGL),Landed 11:55 PM
11:50 PM,SG8159,Delhi (DEL),SpiceJet,B738 (VT-SPP),Landed 12:53 AM
11:50 PM,UK981,Delhi (DEL),Vistara,A20N (VT-TNI),Landed 12:10 AM
11:55 PM,LH766,Munich (MUC),Lufthansa,A359 (D-AIXJ),Landed 12:17 AM
11:55 PM,UK774,Kolkata (CCU),Vistara,B738 (VT-TGI),Landed 12:00 AM
11:55 PM,6E6183,Chennai (MAA),IndiGo,A320 (VT-IFM),Landed 12:14 AM
11:59 PM,SG638,Ahmedabad (AMD),SpiceJet,B737 (VT-SLP),Landed 12:27 AM
